loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	groupnr	rasterid	filterdepth	soilsurf_ost	typegroup_name	obswell_statecode	obswell_state	measuringref_ost	tubelength	filterlength
STAP050	STA	Stamprooierbroek incl de Zig &	242727	208039	2	1	1	1	1	146	1.98	32.213	5	3	1	33.223	2.99	0
STAP051	STA	Stamprooierbroek incl de Zig &	242726	208048	2	1	1	1	1	146	1.86	32.12	5	3	1	33.02	2.91	0.3
STAP052	STA	Stamprooierbroek incl de Zig &	242725	208068	2	1	1	1	1	146	2	32.15	5	3	1	33	3	0.3
STAP057	STA	Stamprooierbroek incl de Zig &	242728	207999	2	1	1	1	1	146	1.92	32.63	5	3	1	33.72	3.01	0
STAP058	STA	Stamprooierbroek incl de Zig &	242731	207989	2	1	1	1	1	146	1.78	32.35	5	3	1	33.43	3.01	0.3
STAP059	STA	Stamprooierbroek incl de Zig &	242737	207970	2	1	1	1	1	146	1.99	32.37	5	3	1	33.31	2.93	0
STAP060	STA	Stamprooierbroek incl de Zig &	242753	207932	2	1	1	1	1	146	1.66	32.28	5	3	1	33.46	2.99	0.3
STAP066	STA	Stamprooierbroek incl de Zig &	242982	207459	2	1	1	1	1	146	1.77	31.81	5	3	1	32.29	2.4	0.3
SWPP032	SWP	Scheldemeersen Wortegem-Petege	94675	169402	2	1	1	1	4	537	1.53	10.09	4	3	1	10.47	2.06	0.3
TEUP002	TEU	De Teut	223372	190531	2	1	1	1	1	722	1.48	61.77	5	3	1	62.22	2.08	0.3
TEUP004	TEU	De Teut	223586	190280	2	1	1	1	3	722	0.76	63.08	2	3	1	63.67	1.5	0.3
TEUP007	TEU	De Teut	224222	190968	2	1	1	1	1	722	0.88	67.26	5	5	4	67.83	1.6	0.3
TEUP008	TEU	De Teut	224227	190936	2	1	1	1	1	722	1.87	67.09	5	3	1	67.71	2.64	0.3
TEUP012	TEU	De Teut	226106	189053	2	1	1	1	1	722	0.97	66.41	5	4	2	66.99	1.7	0.3
TEUP013	TEU	De Teut	226111	189041	2	1	1	1	1	722	0.48	66.16	5	4	2	66.78	1.25	0.3
TEUP015	TEU	De Teut	226122	189016	2	1	1	1	1	722	0.68	66.36	5	4	2	66.93	1.4	0.3
TEUP016	TEU	De Teut	226129	189001	2	1	1	1	1	722	0.87	66.38	5	4	2	66.86	1.5	0.3
TEUP019	TEU	De Teut	222593	189365	2	1	1	1	3	722	1.58	59.21	2	3	1	59.65	2.17	0.3
TEUP022	TEU	De Teut	224536	189031	2	1	1	1	3	722	1.56	63.9	2	4	2	64.39	2.2	0.3
TEUP026	TEU	De Teut	224931	188926	2	1	1	1	3	722	1.25	63.471	2	3	1	63.551	1.48	0.3
TEUP028	TEU	De Teut	224721	188606	2	1	1	1	1	722	0.95	60.236	5	3	1	60.716	1.58	0.3
TEUP029	TEU	De Teut	224796	188489	2	1	1	1	3	722	0.75	59.95	2	4	2	60.75	1.7	0.3
TEUP034	TEU	De Teut	223395	188758	2	1	1	1	1	722	1.14	59.93	5	3	1	60.73	2.09	0.3
TEUP036	TEU	De Teut	225605	188405	2	1	1	1	3	722	1.2	64.79	2	3	1	65.34	1.9	0.3
TEUP038	TEU	De Teut	224754	188395	2	1	1	1	3	722	1.1	60.539	2	3	1	60.939	1.7	0.4
TEUP043	TEU	De Teut	223696	188700	2	1	1	1	1	722	1.41	59.753	5	3	1	60.053	1.86	0.3
TEUP044	TEU	De Teut	223773	188744	2	1	1	1	1	722	0.81	60.049	5	3	1	60.329	1.24	0.3
TEUP045	TEU	De Teut	225036	188792	2	1	1	1	3	722	0.89	62.007	2	3	1	62.697	1.73	0.3
TEUP046	TEU	De Teut	225067	188690	2	1	1	1	1	722	1.04	60.338	5	3	1	60.838	1.69	0.3
TEUP047	TEU	De Teut	225211	188652	2	1	1	1	1	722	1.02	60.874	5	3	1	61.304	1.6	0.3
TEUP113	TEU	De Teut	226110	189041	2	1	1	1	1	722	1.38	66.15	5	4	2	66.57	1.95	0.3
TEUP114	TEU	De Teut	226119	189022	2	1	1	1	1	722	1.59	66.18	5	4	2	66.74	2.3	0.3
TEUP116	TEU	De Teut	226128	189001	2	1	1	1	1	722	1.5	66.36	5	4	2	66.96	2.25	0.3
TIEP013	TIE	Militair domein Tielen	188220	218314	2	1	1	1	1	1014	2.01	17.935	5	3	1	18.685	2.91	0.3
TIEP026	TIE	Militair domein Tielen	189050	217720	2	1	1	1	1	1014	1.99	17.92	5	3	1	18.45	2.67	0.3
TIEP028	TIE	Militair domein Tielen	187768	217760	2	1	1	1	1	1014	1.04	18.809	5	3	1	19.409	1.85	0.42
TLAP001	TLA	Terlaemen & Weijerman	213998	188072	2	1	1	1	1	694	2.12	32.213	5	4	2	32.923	2.98	0.3
TLAP002	TLA	Terlaemen & Weijerman	214024	187912	2	1	1	1	1	694	0.63	32.576	5	4	2	33.076	1.28	0.3
TLAP003	TLA	Terlaemen & Weijerman	214025	187912	2	1	1	1	1	694	1.31	32.583	5	4	2	33.033	1.91	0.3
TLAP004	TLA	Terlaemen & Weijerman	214019	187879	2	1	1	1	3	694	2.06	32.845	2	4	2	33.295	2.66	0.3
TORP018	TOR	Torfbroek	162023	179712	2	1	1	1	4	198	0.27	16.313	4	3	1	16.963	1.07	0.3
TORP027	TOR	Torfbroek	162894	179560	2	1	1	1	4	198	1.75	18.14	4	4	2	18.42	2.18	0.3
TORP032	TOR	Torfbroek	161978	179464	2	1	1	1	4	198	1.645	0	4	4	2	0.635	2.53	0.5
TORP033	TOR	Torfbroek	161864	179502	2	1	1	1	4	198	1.66	0	4	4	2	0.58	2.49	0.5
TRIP001	TRI	Trimpontbos	108233	161429	2	1	1	1	4	985	1.17	59.88	4	4	2	60.88	2.32	0.3
TRIP002	TRI	Trimpontbos	108251	161454	2	1	1	1	4	985	1.28	57.21	4	4	2	58.16	2.38	0.3
TYDP004	TYD	Ter Yde	33126	203530	2	1	1	1	4	817	1.781	5.911	4	1	6	6.531	2.901	1
TYDP012	TYD	Ter Yde	33155	203402	2	1	1	1	4	817	2.5	5.94	4	3	1	6.23	2.94	0.3
TYDP035	TYD	Ter Yde	32750	204335	2	1	1	1	4	817	2.63	6.53	4	5	4	6.35	2.95	1
TYDP037	TYD	Ter Yde	33108	202708	2	1	1	1	4	817	2.36	6.239	4	1	6	6.239	2.51	0.3
TYDP042	TYD	Ter Yde	33186	202864	2	1	1	1	4	817	1.94	5.95	4	1	6	5.95	2.09	0.3
TYDP044	TYD	Ter Yde	33649	202936	2	1	1	1	4	817	2.95	6.474	4	3	1	7.024	3.75	0.5
TYDP054	TYD	Ter Yde	32617	203691	2	1	1	1	4	817	2.82	7.14	4	3	1	7.16	3.09	0.5
TYDP055	TYD	Ter Yde	32743	203672	2	1	1	1	4	817	1.36	6.862	4	4	2	6.762	1.46	0.4
TYDP057	TYD	Ter Yde	32283	204089	2	1	1	1	4	817	1.795	6.049	4	3	1	6.139	2.135	0.5
TYDP058	TYD	Ter Yde	32486	203672	2	1	1	1	4	817	1.71	6.706	4	4	2	6.726	1.98	0.5
TYDP059	TYD	Ter Yde	32669	203788	2	1	1	1	4	817	1.69	6.54	4	3	1	6.44	1.84	0.5
TYDP071	TYD	Ter Yde	33667	203943	2	1	1	1	4	817	1.41	5.41	4	4	2	5.46	1.71	0.5
TYDP072	TYD	Ter Yde	33571	203880	2	1	1	1	4	817	1.525	5.61	4	3	1	5.51	1.575	0.3
TYDP081	TYD	Ter Yde	32597	203158	2	1	1	1	4	817	2.465	6.291	4	3	1	6.451	2.875	0.5
TYDP083	TYD	Ter Yde	32289	203171	2	1	1	1	4	817	1.8	6.13	4	3	1	6.85	2.67	0.3
TYDP084	TYD	Ter Yde	31996	202988	2	1	1	1	4	817	1.98	6.151	4	3	1	6.901	2.88	0.3
TYDP101	TYD	Ter Yde	33380	203305	2	1	1	1	4	817	1.52	6.11	4	5	4	6.29	2.2	1
TYDP201	TYD	Ter Yde	33464	203479	2	1	1	1	4	817	1.22	5.315	4	4	2	5.575	1.705	0.45
TYDP203	TYD	Ter Yde	33046	203477	2	1	1	1	4	817	1.185	5.788	4	4	2	5.858	1.47	0.43
TYDP204	TYD	Ter Yde	33222	203448	2	1	1	1	4	817	1.79	5.51	4	3	1	5.6	2.13	0.5
TYDP206	TYD	Ter Yde	33673	203910	2	1	1	1	4	817	1.465	5.25	4	4	2	5.39	1.83	0.45
TYDP207	TYD	Ter Yde	33614	203986	2	1	1	1	4	817	1.08	5.524	4	3	1	5.524	1.32	0.48
TYDP211	TYD	Ter Yde	32561	203740	2	1	1	1	4	817	1.725	6.716	4	4	2	6.816	2.03	0.41
UKPP026	UKP	Uitkerkse Polder	64020	221053	2	1	1	1	3	693	1.54	2	2	4	2	2.26	2.3	1
UKPP029	UKP	Uitkerkse Polder	64241	219799	2	1	1	1	3	693	2	2.1	2	4	2	2.2	2.6	1
VDBP004	VDB	Vallei van de Drie Beken	198401	189278	2	1	1	1	3	54	0.92	19.69	2	3	1	20.43	1.86	0.4
VDBP006	VDB	Vallei van de Drie Beken	197919	190065	2	1	1	1	3	54	0.935	19.99	2	4	2	20.29	1.46	0.45
VDBP009	VDB	Vallei van de Drie Beken	203293	191869	2	1	1	1	3	438	1.04	22.49	2	4	2	22.76	1.51	0.4
VDBP010	VDB	Vallei van de Drie Beken	203247	191935	2	1	1	1	3	438	0.92	21.98	2	4	2	22.37	1.51	0.4
VDBP011	VDB	Vallei van de Drie Beken	203554	192681	2	1	1	1	3	438	0.995	22.31	2	4	2	23.31	2.23	0.47
VDBP018	VDB	Vallei van de Drie Beken	202838	192210	2	1	1	1	3	438	1.86	22.057	2	3	1	22.487	2.49	0.4
VDBP019	VDB	Vallei van de Drie Beken	202833	192220	2	1	1	1	3	438	1.536	21.67	2	4	2	22.49	2.556	0.4
VDBP023	VDB	Vallei van de Drie Beken	202886	192471	2	1	1	1	2	438	0.936	21.81	3	4	2	23.19	2.536	0.44
VDBP024	VDB	Vallei van de Drie Beken	202735	192560	2	1	1	1	2	438	1.36	21.605	3	3	1	22.245	2.23	0.46
VDBP025	VDB	Vallei van de Drie Beken	202703	192573	2	1	1	1	2	438	1.76	21.835	3	4	2	22.405	2.56	0.46
VDBP026	VDB	Vallei van de Drie Beken	202693	192575	2	1	1	1	2	438	1.725	21.213	3	4	2	21.783	2.51	0.43
VDBP027	VDB	Vallei van de Drie Beken	202679	192578	2	1	1	1	2	438	1.69	21.773	3	4	2	22.383	2.5	0.4
VDBP028	VDB	Vallei van de Drie Beken	202523	192645	2	1	1	1	3	438	1.186	21.82	2	4	2	22.87	2.416	0.36
VDBP029	VDB	Vallei van de Drie Beken	202514	192646	2	1	1	1	3	438	1.406	21.69	2	4	2	22.68	2.646	0.5
VDBP034	VDB	Vallei van de Drie Beken	202187	191485	2	1	1	1	3	54	0.88	21.44	2	3	1	21.81	1.45	0.4
VDBP060	VDB	Vallei van de Drie Beken	197708	189509	2	1	1	1	3	54	0.93	19.23	2	4	2	19.5	1.4	0.4
VDBP061	VDB	Vallei van de Drie Beken	197714	189500	2	1	1	1	3	54	1.22	19.6	2	4	2	19.82	1.64	0.4
VDBP062	VDB	Vallei van de Drie Beken	197720	189487	2	1	1	1	3	54	2.02	19.62	2	3	1	19.89	2.49	0.4
VDBP063	VDB	Vallei van de Drie Beken	197727	189480	2	1	1	1	3	54	2.09	19.19	2	4	2	19.44	2.55	0.42
VDBP064	VDB	Vallei van de Drie Beken	197749	189457	2	1	1	1	3	54	0.75	19.34	2	4	2	19.73	1.34	0.4
VDBP065	VDB	Vallei van de Drie Beken	197795	189310	2	1	1	1	3	54	1.39	19.52	2	4	2	20	2.1	0.46
VDBP066	VDB	Vallei van de Drie Beken	197802	189303	2	1	1	1	3	54	0.945	19.62	2	4	2	20.02	1.55	0.41
VDBP503	VDB	Vallei van de Drie Beken	202669	192582	2	1	1	1	2	438	1.13	21.665	3	4	2	22.015	1.63	0.3
VDBP505	VDB	Vallei van de Drie Beken	202867	192277	2	1	1	1	3	438	1.21	21.5	2	4	2	21.85	1.71	0.3
VDBP506	VDB	Vallei van de Drie Beken	202732	191923	2	1	1	1	3	438	1.46	21.73	2	4	2	22.02	1.9	0.3
VDBP507	VDB	Vallei van de Drie Beken	202452	193007	2	1	1	1	2	438	0.84	22.06	3	4	2	23.07	2	0.3
VDBP513	VDB	Vallei van de Drie Beken	202202	191476	2	1	1	1	3	54	1.7	31.7	2	4	2	31.95	2.1	0.3
VDBP514	VDB	Vallei van de Drie Beken	202304	191370	2	1	1	1	2	438	1.62	21.53	3	3	1	21.76	2	0.3
VDBP530	VDB	Vallei van de Drie Beken	197658	189602	2	1	1	1	3	54	1.47	19.63	2	4	2	19.83	1.82	0.3
VDBP531	VDB	Vallei van de Drie Beken	197880	189431	2	1	1	1	3	54	0.57	19.47	2	3	1	19.78	1.03	0.3
VDBP533	VDB	Vallei van de Drie Beken	197694	189541	2	1	1	1	3	54	0.73	19.38	2	4	2	20.6	2.1	0.3
VDBP534	VDB	Vallei van de Drie Beken	197776	189450	2	1	1	1	3	54	1.54	19.41	2	4	2	19.52	1.8	0.3
VDBP613	VDB	Vallei van de Drie Beken	202202	191474	2	1	1	1	3	54	2.89	31.89	2	4	2	31.95	3.1	0.3
VENP006	VEN	De Vennen	208317	206290	2	1	1	1	3	886	1.09	33.318	2	3	1	33.658	1.58	0.3
VENP009	VEN	De Vennen	208455	206286	2	1	1	1	3	886	1.31	32.53	2	4	2	32.89	1.67	0
VENP010	VEN	De Vennen	208440	206098	2	1	1	1	3	886	1.15	32.59	2	3	1	33.44	2	0
VIEP005	VIE	Vierkensbroek-Demervallei	193300	189420	2	1	1	1	3	310	1.28	17.14	2	4	2	17.4	1.54	0
VIEP006	VIE	Vierkensbroek-Demervallei	193300	189420	2	1	1	1	3	310	2.25	17.14	2	4	2	17.46	2.57	0
VIEP013	VIE	Vierkensbroek-Demervallei	193194	189388	2	1	1	1	3	310	1.79	16.8	2	4	2	17.36	2.5	0.3
VIEP014	VIE	Vierkensbroek-Demervallei	193193	189388	2	1	1	1	3	310	1.35	16.8	2	4	2	17.16	1.86	0.3
VIEP100	VIE	Vierkensbroek-Demervallei	192302	189472	2	1	1	1	3	310	1.08	16.66	2	4	2	16.86	1.43	0.3
VIEP101	VIE	Vierkensbroek-Demervallei	192299	189398	2	1	1	1	3	310	0.92	16.67	2	4	2	16.88	1.28	0.3
VIEP102	VIE	Vierkensbroek-Demervallei	192298	189310	2	1	1	1	3	310	0.89	16.7	2	4	2	16.95	1.29	0.3
VIEP103	VIE	Vierkensbroek-Demervallei	192303	189168	2	1	1	1	3	310	1.66	16.74	2	4	2	17.01	2.08	0.3
VIEP104	VIE	Vierkensbroek-Demervallei	192297	188970	2	1	1	1	2	310	1.49	16.78	3	4	2	17.38	2.24	0.3
VIEP105	VIE	Vierkensbroek-Demervallei	192266	188817	2	1	1	1	2	310	2.01	16.77	3	4	2	17.12	2.51	0.3
VIEP106	VIE	Vierkensbroek-Demervallei	192282	188686	2	1	1	1	2	310	1.69	16.8	3	4	2	17.15	2.19	0.3
VIEP107	VIE	Vierkensbroek-Demervallei	192278	188526	2	1	1	1	2	310	1.89	16.897	3	4	2	17.387	2.53	0.3
VIEP109	VIE	Vierkensbroek-Demervallei	192366	188433	2	1	1	1	3	310	1.9	16.95	2	4	2	16.94	2.04	0.3
VIEP114	VIE	Vierkensbroek-Demervallei	192192	189067	2	1	1	1	3	310	2.27	16.86	2	4	2	17.46	3.02	0.3
VIEP115	VIE	Vierkensbroek-Demervallei	192192	189068	2	1	1	1	3	310	1.27	16.83	2	4	2	16.91	1.5	0.3
VIEP116	VIE	Vierkensbroek-Demervallei	192303	189168	2	1	1	1	3	310	0.64	16.74	2	4	2	16.99	1.04	0.3
VIEP117	VIE	Vierkensbroek-Demervallei	192297	188970	2	1	1	1	2	310	0.55	16.78	3	4	2	16.91	0.83	0.3
VIEP118	VIE	Vierkensbroek-Demervallei	192266	188817	2	1	1	1	2	310	0.66	16.77	3	4	2	17.09	1.13	0.3
VIEP119	VIE	Vierkensbroek-Demervallei	193233	189313	2	1	1	1	3	310	2.32	17.02	2	4	2	17.02	2.47	0.3
VIEP120	VIE	Vierkensbroek-Demervallei	193254	189210	2	1	1	1	3	310	2.52	17.17	2	4	2	17.52	3.02	0.3
VIEP121	VIE	Vierkensbroek-Demervallei	193267	189148	2	1	1	1	3	310	2.42	17.17	2	4	2	17.39	2.79	0.3
VIEP124	VIE	Vierkensbroek-Demervallei	192877	189328	2	1	1	1	3	310	1.98	16.77	2	4	2	17	2.36	0.3
VIEP125	VIE	Vierkensbroek-Demervallei	192873	189251	2	1	1	1	3	310	1.97	16.9	2	4	2	17.12	2.34	0.3
VIEP126	VIE	Vierkensbroek-Demervallei	192870	189185	2	1	1	1	3	310	2.07	16.96	2	4	2	17.06	2.32	0.3
VIEP127	VIE	Vierkensbroek-Demervallei	192868	189134	2	1	1	1	3	310	2.02	16.8	2	4	2	16.96	2.33	0.3
VIEP128	VIE	Vierkensbroek-Demervallei	192861	189089	2	1	1	1	3	310	2.52	16.9	2	4	2	17.09	2.86	0.3
VIEP130	VIE	Vierkensbroek-Demervallei	193235	189364	2	1	1	1	3	310	2.07	17.32	2	4	2	17.58	2.48	0.3
VIEP131	VIE	Vierkensbroek-Demervallei	193234	189359	2	1	1	1	3	310	1.77	17.09	2	4	2	17.65	2.48	0.3
VIEP132	VIE	Vierkensbroek-Demervallei	193233	189355	2	1	1	1	3	310	1.83	17.01	2	4	2	17.55	2.52	0.3
VIEP134	VIE	Vierkensbroek-Demervallei	193238	189343	2	1	1	1	3	310	0.778000000000001	17.042	2	3	1	17.614	1.6	0.5
VIEP139	VIE	Vierkensbroek-Demervallei	192303	189479	2	1	1	1	3	310	0.92	16.79	2	4	2	17.22	1.5	0.3
VIEP141	VIE	Vierkensbroek-Demervallei	192301	189463	2	1	1	1	3	310	1.84	16.6	2	4	2	17.1	2.49	0.3
VIEP147	VIE	Vierkensbroek-Demervallei	192307	189045	2	1	1	1	3	310	2.25	17.06	2	4	2	17.36	2.8	0.5
VIEP155	VIE	Vierkensbroek-Demervallei	193260	189185	2	1	1	1	3	310	1.05	17.17	2	4	2	17.62	1.65	0.3
VIEP156	VIE	Vierkensbroek-Demervallei	192863	189223	2	1	1	1	3	310	0.94	16.96	2	4	2	17.32	1.45	0.3
VIEP161	VIE	Vierkensbroek-Demervallei	193243	189381	2	1	1	1	3	310	1.225	16.981	2	3	1	17.506	2	0.5
VIEP170	VIE	Vierkensbroek-Demervallei	192752	188826	2	1	1	1	3	310	1.61	16.98	2	4	2	17.05	1.83	0.3
VIEP171	VIE	Vierkensbroek-Demervallei	192746	188764	2	1	1	1	3	310	1.92	16.89	2	4	2	16.97	2.15	0.3
VIEP172	VIE	Vierkensbroek-Demervallei	192744	188736	2	1	1	1	3	310	1.99	16.85	2	4	2	16.93	2.22	0.3
VIEP173	VIE	Vierkensbroek-Demervallei	192713	188703	2	1	1	1	2	310	1.89	16.89	3	4	2	16.98	2.13	0.3
VIEP174	VIE	Vierkensbroek-Demervallei	192711	188697	2	1	1	1	2	310	1.92	16.79	3	4	2	16.92	2.2	0.3
VIEP177	VIE	Vierkensbroek-Demervallei	192624	189818	2	1	1	1	3	310	1.109	16.869	2	3	1	17.51	2	0.5
VIEP186	VIE	Vierkensbroek-Demervallei	193211	189829	2	1	1	1	3	310	1.387	17.3909999999999	2	3	1	18.0539999999999	2.3	0.5
VIEP187	VIE	Vierkensbroek-Demervallei	193188	189610	2	1	1	1	3	310	1.181	17.1389999999999	2	3	1	17.7079999999999	2	0.5
VIEP193	VIE	Vierkensbroek-Demervallei	193200	189728	2	1	1	1	3	310	1.145	17.175	2	3	1	17.78	2	0.5
VINP044	VIN	Het Vinne	203993	170797	2	1	1	1	2	486	1.31	25.771	3	3	1	26.181	1.87	0.3
VINP084	VIN	Het Vinne	203095	170251	2	1	1	1	2	486	1.88	26.27	3	7	7	26.64	2.5	0.5
VLBP001	VLB	Vlassenbroekse polder	134476	192715	2	1	1	1	3	169	1.35	1.66	2	3	1	2.69	2.68	0.6
VLBP003	VLB	Vlassenbroekse polder	134360	193488	2	1	1	1	3	169	2.59	2.49	2	4	2	3.24	3.64	0.6
VLBP008	VLB	Vlassenbroekse polder	134033	193680	2	1	1	1	3	169	1.15	2.3	2	4	2	3.44	2.44	0.3
VLBP009	VLB	Vlassenbroekse polder	134360	193487	2	1	1	1	3	169	1.56	2.54	2	4	2	3.17	2.49	0.6
VLBP011	VLB	Vlassenbroekse polder	134207	193027	2	1	1	1	3	169	1.89	2.13	2	4	2	2.5	2.41	0.3
VLBP012	VLB	Vlassenbroekse polder	134945	193069	2	1	1	1	3	169	2.22	1.91	2	4	2	2.46	3.02	0.5
VLBP025	VLB	Vlassenbroekse polder	135142	193040	2	1	1	1	3	169	1.305	1.77	2	4	2	2.02	1.73	0.35
VLBP026	VLB	Vlassenbroekse polder	135161	193053	2	1	1	1	3	169	1.175	1.75	2	3	1	2.08	1.68	0.35
VLBP125	VLB	Vlassenbroekse polder	135141	193047	2	1	1	1	3	169	2.705	1.65	2	3	1	2.05	3.28	0.35
VLBP126	VLB	Vlassenbroekse polder	135161	193053	2	1	1	1	3	169	2.595	1.81	2	3	1	2.14	3.1	0.35
VRIP009	VRI	Vrieselhof	166718	212654	2	1	1	1	1	918	2.35	7.85	5	4	2	8.45	3.1	0.3
VRIP011	VRI	Vrieselhof	166854	212640	2	1	1	1	1	918	1.57	7.77	5	4	2	8.13	2.08	0.3
VRIP013	VRI	Vrieselhof	166733	212477	2	1	1	1	1	918	1.61	7.83	5	4	2	8.16	2.09	0.3
VRIP039	VRI	Vrieselhof	166653	213046	1	2	1	1	1	918	1.71	8.247	5	3	1	8.417	2.03	0.3
WAHP711	WAH	Waaslandhaven	144524	214863	2	1	1	1	2	41	2.06	2.205	3	3	1	2.485	2.59	0.5
WAHP712	WAH	Waaslandhaven	144656	214876	2	1	1	1	2	41	1.59	1.712	3	3	1	2.452	2.58	0.5
WALP009	WAL	Walenbos	184915	179471	2	1	1	1	4	134	0.72	28.62	4	4	2	28.8	1.05	0.3
WALP010	WAL	Walenbos	184876	179451	2	1	1	1	4	134	0.81	29.08	4	4	2	29.17	1.05	0.3
WALP033	WAL	Walenbos	185081	179478	2	1	1	1	4	134	1.72	29.95	4	4	2	30.16	2.08	0.3
WALP054	WAL	Walenbos	186099	180356	2	1	1	1	4	934	1.8	24.289	4	4	2	24.409	2.07	0.3
WALP055	WAL	Walenbos	186100	180356	2	1	1	1	4	934	2.735	24.432	4	4	2	24.632	3.09	0.31
WALP062	WAL	Walenbos	185439	180491	2	1	1	1	4	134	1.73	25.54	4	4	2	25.69	2.03	0.3
WALP063	WAL	Walenbos	185439	180491	2	1	1	1	4	134	2.51	25.53	4	4	2	25.92	3.05	0.3
WALP100	WAL	Walenbos	186117	180247	2	1	1	1	4	934	1.715	27.67	4	4	2	27.82	2	0.27
WALP102	WAL	Walenbos	186087	180242	2	1	1	1	4	934	1.53	27.75	4	4	2	28.1	2.03	0.3
WALP103	WAL	Walenbos	186059	180235	2	1	1	1	4	934	0.73	27.53	4	4	2	27.62	0.97	0.3
WALP112	WAL	Walenbos	186122	180251	2	1	1	1	4	934	1.68	27.58	4	4	2	27.8	2.06	0.32
WALP113	WAL	Walenbos	186130	180254	2	1	1	1	4	934	1.615	27.74	4	4	2	28.01	2.03	0.29
WALP114	WAL	Walenbos	186145	180257	2	1	1	1	4	934	1.53	27.74	4	4	2	28.07	2.01	0.3
WALP118	WAL	Walenbos	186105	180248	2	1	1	1	4	934	1.61	25.422	4	4	2	25.702	2.04	0.3
WALP120	WAL	Walenbos	186060	180234	2	1	1	1	4	934	1.77	27.54	4	4	2	27.66	2.04	0.3
WALP126	WAL	Walenbos	186062	179975	2	1	1	1	4	934	0.77	29.1	4	4	2	29.22	1	0.22
WALP133	WAL	Walenbos	186100	180355	2	1	1	1	4	934	1.01	26.55	4	4	2	26.82	1.43	0.3
WALP161	WAL	Walenbos	186415	180016	2	1	1	1	4	934	0.87	30.11	4	3	1	30.21	1.12	0.3
WALP162	WAL	Walenbos	186147	180209	2	1	1	1	4	934	1.32	27.792	4	3	1	28.212	1.89	0.3
WEBP002	WEB	Webbekomsbroek	199612	185161	2	1	1	1	2	166	1.93	20.16	3	5	4	20.71	2.63	0.3
WEBP004	WEB	Webbekomsbroek	199637	185212	2	1	1	1	2	166	1.73	20.16	3	5	4	20.84	2.56	0.3
WEBP005	WEB	Webbekomsbroek	199821	185265	2	1	1	1	2	166	1.86	20.04	3	5	4	20.44	2.41	0.3
WEBP015	WEB	Webbekomsbroek	199889	184913	2	1	1	1	2	166	1.54	0	3	4	2	0.53	2.22	0.3
WEBP036	WEB	Webbekomsbroek	200108	184654	2	1	1	1	2	166	2.05	20.382	3	3	1	20.802	2.67	0.4
WEBP048	WEB	Webbekomsbroek	199637	184675	2	1	1	1	2	166	1.98	19.918	3	3	1	20.728	2.98	0.38
WEBP051	WEB	Webbekomsbroek	199872	184441	2	1	1	1	2	166	1.33	20.36	3	5	4	21.42	2.54	0.3
WEBP056	WEB	Webbekomsbroek	200010	184339	2	1	1	1	2	166	1.25	20.069	3	4	2	20.809	2.14	0.3
WEBP062	WEB	Webbekomsbroek	200211	184276	2	1	1	1	2	166	1.19	20.369	3	3	1	20.769	1.79	0.4
WEBP072	WEB	Webbekomsbroek	200157	184501	2	1	1	1	2	166	1.55	20.67	3	5	4	21.22	2.25	0.3
WEBP075	WEB	Webbekomsbroek	199711	184764	2	1	1	1	2	166	1.72	20.19	3	5	4	21.13	2.81	0.3
WEBP078	WEB	Webbekomsbroek	199703	184919	2	1	1	1	2	166	1.4	19.785	3	4	2	20.865	2.63	0.3
WEBP084	WEB	Webbekomsbroek	199901	184643	2	1	1	1	2	166	1.84	19.786	3	3	1	20.186	2.44	0.4
WEBP086	WEB	Webbekomsbroek	199793	184650	2	1	1	1	2	166	1.65	20.14	3	5	4	20.65	2.31	0.3
WEBP202	WEB	Webbekomsbroek	199709	184801	2	1	1	1	2	166	1.75	19.999	3	4	2	20.774	2.525	0
WEBP205	WEB	Webbekomsbroek	199464	185319	2	1	1	1	2	166	1.76	19.907	3	3	1	20.347	2.35	0.3
WEBP210	WEB	Webbekomsbroek	199320	186194	2	1	1	1	3	54	2.135	19.885	2	3	1	20.145	2.395	0
WEBP213	WEB	Webbekomsbroek	199614	186892	2	1	1	1	3	54	0.91	18.901	2	3	1	19.261	1.47	0.4
WEBP218	WEB	Webbekomsbroek	199742	185585	2	1	1	1	2	166	1.88	19.829	3	3	1	20.329	2.63	0.5
WELP018	WEL	Wellemeersen	128284	176954	2	1	1	1	3	1017	2.48	8.86	2	4	2	9.24	3.01	0.3
WELP020	WEL	Wellemeersen	128401	177063	2	1	1	1	3	1017	2.29	8.69	2	4	2	9.26	3.01	0.3
WELP022	WEL	Wellemeersen	128519	176887	2	1	1	1	3	1017	1.02	8.2	2	4	2	8.67	1.64	0.3
WELP034	WEL	Wellemeersen	129060	176759	2	1	1	1	3	505	1.4	8.89	2	4	2	9.39	2.05	0.3
WELP035	WEL	Wellemeersen	129144	176660	2	1	1	1	3	505	1.51	9.06	2	7	7	9.36	1.96	0.3
WERP001	WER	De Werft	193281	194778	2	1	1	1	1	822	1.89	0	5	3	1	0.45	2.34	0
WERP002	WER	De Werft	193300	194752	2	1	1	1	1	822	1.77	0	5	3	1	0.55	2.32	0
WERP003	WER	De Werft	193271	194588	2	1	1	1	1	822	1.7	0	5	3	1	0.65	2.35	0
WERP004	WER	De Werft	193302	194696	2	1	1	1	1	822	1.62	0	5	3	1	0.72	2.34	0
